source,campaign,influencer_id,user_id,product,date,orders,revenue
Twitter,SummerShred,719,0c9d4d32-a26e-4852-9004-a99e674d1b19,Whey Protein,2025-06-11,15,3681
Instagram,WellnessWave,313,369b7292-b3eb-4b74-943b-3b7b9c823bca,Creatine,2025-06-21,11,7396
YouTube,SummerShred,104,a1e3f579-d35b-4eeb-9abf-0721622f1370,Vitamin C,2025-06-06,18,8023
Twitter,SummerShred,932,78f24325-0103-4216-9ccc-0c95c1e01680,Whey Protein,2025-07-14,19,6098
Instagram,WellnessWave,938,a6f85381-d9ab-40b0-8d7a-df2288345dbc,Multivitamin,2025-06-24,4,4081
YouTube,PowerBoost,130,e7c1e23f-849c-4f48-b3b0-b04843fe0548,Multivitamin,2025-07-12,1,3607
Twitter,WellnessWave,741,ccb20aa3-f28f-4d27-a59b-284fdd996d63,Creatine,2025-05-08,6,1258
Facebook,WellnessWave,105,912afc8d-8bde-453b-96c8-847c999a725d,Creatine,2025-04-24,15,2708
Instagram,SummerShred,965,7e110b89-0ea2-44a1-ad99-c0addff7e48e,Multivitamin,2025-07-13,3,6970
Facebook,FitJuly,459,a52b002b-f246-419f-bae4-8a4c846fdf63,Whey Protein,2025-05-09,12,5087
Facebook,PowerBoost,922,5b43c689-1f9d-42b2-8aa4-cd3d600abd06,Multivitamin,2025-06-02,18,6243
Instagram,WellnessWave,617,2902d384-a288-452a-8f3a-53658afff507,Creatine,2025-05-19,16,6705
Facebook,SummerShred,433,41be8dea-8404-4263-aa7e-4f0a9bcee5db,Vitamin C,2025-07-03,9,529
Facebook,FitJuly,732,1b060d17-3a4d-4fbb-8d90-02891185db35,Creatine,2025-05-04,16,8410
Facebook,FitJuly,849,de098798-feca-43be-9360-799c9653a31f,Multivitamin,2025-07-04,7,4843
YouTube,WellnessWave,497,599d0938-f7e3-429f-ba9a-3ed5096667a3,Whey Protein,2025-05-21,4,1005
Twitter,WellnessWave,197,9f6a6101-9f59-4755-a75c-ff6f4850aa25,Creatine,2025-04-26,2,7750
Instagram,WellnessWave,249,63349bef-b2a9-45a9-be59-fe630bbfb20d,Vitamin C,2025-07-01,3,5109
Instagram,WellnessWave,169,9989d4a2-6c13-4a52-b9b3-570d80aafb35,Multivitamin,2025-06-11,16,9330
Twitter,PowerBoost,413,d0edf012-7be0-4183-a52a-0658a80095b7,Multivitamin,2025-05-11,5,7693
Facebook,WellnessWave,60,154d9b2c-806a-4232-b673-904dfcf51aa2,Multivitamin,2025-05-27,18,1387
Instagram,SummerShred,319,83fcf54f-a8ed-4eae-accb-76a8c9b53d17,Multivitamin,2025-06-22,4,4746
Twitter,PowerBoost,688,da52371f-b750-4d00-8eb4-192f2035ab36,Vitamin C,2025-07-16,2,5779
Instagram,FitJuly,251,70754267-e24d-4a42-8cf0-9fc6e9011264,Vitamin C,2025-04-27,6,3590
YouTube,SummerShred,516,43a43f3b-2012-4dea-89f8-e1779c5313a8,Vitamin C,2025-05-30,11,1520
Twitter,WellnessWave,126,5d56e71b-f2d3-4fb1-a305-b93194dc6a79,Multivitamin,2025-06-23,1,2015
YouTube,FitJuly,711,0d4e5690-5b73-4fa2-a6e8-fba88953d8f2,Vitamin C,2025-06-09,2,5657
YouTube,SummerShred,827,184c5db8-ed23-42e7-808b-83b3f05b9774,Vitamin C,2025-05-07,14,578
Instagram,PowerBoost,649,210db44f-af1e-4962-bd42-216774d68f80,Vitamin C,2025-05-09,8,6076
YouTube,PowerBoost,151,cb3fa75a-3655-4327-bafa-b88ac44ab1ef,Whey Protein,2025-06-28,8,5645
Facebook,WellnessWave,165,5cf5db38-b16e-4a5f-90f2-13ed6a967657,Vitamin C,2025-06-11,14,1225
Instagram,WellnessWave,421,cf435cf8-fa8e-4207-8a30-92430a90fee4,Creatine,2025-06-30,11,6355
Instagram,WellnessWave,786,c39f9ba5-3bfb-4a60-956b-3ef904846b3e,Multivitamin,2025-05-13,12,8562
Instagram,PowerBoost,965,1466e007-e52f-48ee-b27f-e8b2dd473d2b,Multivitamin,2025-05-18,16,6324
YouTube,FitJuly,119,b2463804-fb75-4c85-ad60-db895d589c1f,Multivitamin,2025-06-28,3,2656
Instagram,PowerBoost,251,94dc00ff-0c6e-4c92-97fd-8996fe26b220,Vitamin C,2025-06-08,18,6991
Twitter,WellnessWave,271,17b55421-d87d-4b0d-bc6f-38ea20f51bf9,Multivitamin,2025-05-14,4,4784
YouTube,PowerBoost,516,197a3d3c-5666-4f7d-82db-0ba8482312ec,Creatine,2025-07-18,11,3950
Facebook,PowerBoost,78,52fc8ff7-e8d5-4a74-80e1-62621d9e230f,Vitamin C,2025-05-01,20,9077
Facebook,PowerBoost,48,c115480f-3330-4a92-90a0-f00f70db8014,Vitamin C,2025-04-29,9,9557
Facebook,FitJuly,555,f7d9a1ce-8068-4f5b-9d89-4181b109f38a,Creatine,2025-05-23,9,2854
Facebook,FitJuly,371,5c709c58-01a3-4c11-80ad-033324141558,Creatine,2025-06-18,19,9355
Twitter,PowerBoost,963,2c9f2f43-c221-4a73-a23a-f3bfc3a8657a,Creatine,2025-06-25,9,3264
YouTube,FitJuly,493,0ced5b84-f8f2-4a83-985c-da8c7ec15209,Vitamin C,2025-05-28,17,6273
Instagram,SummerShred,110,076c89d1-7599-491a-9f43-6ee3bf5bc67e,Multivitamin,2025-04-24,1,9227
Facebook,PowerBoost,503,841722f7-8fe6-4cc0-b352-4f8dff95f92b,Creatine,2025-05-25,5,3180
Instagram,PowerBoost,1000,5d9aa6ed-acb6-410e-be3e-47df3e3e2924,Vitamin C,2025-07-03,10,1014
Twitter,SummerShred,635,8407dd6b-97b0-4057-98b6-62f5c34a2fc9,Multivitamin,2025-05-27,6,8859
Instagram,WellnessWave,183,457c59d0-65a8-453c-881c-104ace95f0e1,Multivitamin,2025-07-21,13,9953
Twitter,FitJuly,654,7e704ae5-46ab-42be-86ca-abbe42413a10,Creatine,2025-07-02,10,3493
YouTube,WellnessWave,736,07724d2f-7bab-4236-b1c1-e25c1a351b0f,Vitamin C,2025-07-04,10,4319
Twitter,PowerBoost,425,a4ef9f58-3890-46c0-95c3-cd03a485fcf8,Creatine,2025-07-17,7,5801
Facebook,WellnessWave,546,09bbd016-f9ad-4671-b318-1bc4c14f4635,Multivitamin,2025-06-01,6,3516
YouTube,WellnessWave,999,21f9ac9d-0900-4f24-9992-f46f8fc9a84a,Vitamin C,2025-07-16,4,3191
Facebook,FitJuly,573,f4b96618-be5c-42e9-ae98-715f6f0222c8,Vitamin C,2025-04-23,20,7141
Instagram,FitJuly,3,f209349d-ee1a-4bce-80eb-892650a20af0,Multivitamin,2025-06-16,7,5323
Facebook,SummerShred,813,67f07d82-3c51-499f-ad72-a4f2114c31cf,Multivitamin,2025-05-02,14,1027
YouTube,SummerShred,129,5c6e56e7-6a3c-44ea-bdd8-e379ff2f6a95,Vitamin C,2025-05-12,1,1796
Twitter,WellnessWave,502,8f2078af-8a00-45b4-9e04-e2324556e834,Whey Protein,2025-06-05,15,1717
Twitter,WellnessWave,964,cc205147-1780-4944-a4df-9fb6f97e2d15,Creatine,2025-05-20,13,2562
YouTube,PowerBoost,747,99a7bfc9-f8ff-44da-976f-2f72134b581c,Multivitamin,2025-05-31,1,7877
Facebook,PowerBoost,600,7cc0315a-d049-4a21-81d5-8cf533712e09,Vitamin C,2025-05-26,20,7914
YouTube,PowerBoost,966,a870e929-a73a-4faf-8fd7-fa2d722bfa96,Creatine,2025-06-25,15,7666
Twitter,SummerShred,38,3c3db93c-c769-415b-81da-7e936284f625,Vitamin C,2025-05-11,1,2814
Instagram,SummerShred,863,66b32d9e-f842-4210-9ad4-32ef2c3331a1,Creatine,2025-06-19,1,7772
Instagram,PowerBoost,169,5cf5cf4d-7528-4e25-964b-03967f32fc6e,Multivitamin,2025-05-25,11,3594
Instagram,FitJuly,575,74205e99-1ba0-4584-aa69-e07c26c0dc54,Whey Protein,2025-06-11,8,3021
Instagram,PowerBoost,797,02146a19-d8b2-4e4f-98ea-59081724d971,Vitamin C,2025-04-24,17,4519
Instagram,FitJuly,110,0800e48e-506c-4bca-9c9b-2a56f735846d,Whey Protein,2025-06-27,1,880
Instagram,PowerBoost,356,82954c08-0642-4f65-8a02-04cce08bd8a2,Multivitamin,2025-05-17,9,6460
Twitter,SummerShred,639,c59119bf-deea-47f9-ab31-eeb998cdb37e,Vitamin C,2025-05-01,14,8369
Facebook,SummerShred,361,7081e814-ecf4-45e9-a162-af3d568f878c,Whey Protein,2025-07-14,9,1408
Facebook,PowerBoost,133,b604a225-6952-4d54-85ee-7251001a5c90,Whey Protein,2025-07-10,20,8703
YouTube,PowerBoost,220,d58237fc-30e0-4a31-862f-2d81be8839af,Multivitamin,2025-05-24,8,1981
YouTube,WellnessWave,693,16236efe-0fb8-4df0-b08f-6d316a1e6a8d,Multivitamin,2025-07-21,2,1639
Facebook,SummerShred,455,d7f3cfdd-5cf9-4744-9e87-0e3b2633d332,Vitamin C,2025-04-24,13,1384
Instagram,SummerShred,760,c9605f04-a8bc-403a-a42a-a37715c59b4b,Creatine,2025-04-26,11,7974
Twitter,PowerBoost,897,281f54f6-ef22-417e-8864-960a4b95611c,Creatine,2025-06-01,10,7492
Facebook,WellnessWave,436,39c317a1-f096-4942-b9ff-75741731731b,Creatine,2025-05-29,13,3782
Facebook,WellnessWave,632,6b55bc42-30af-4509-bd92-b4a4a596b1f1,Whey Protein,2025-05-23,18,5600
YouTube,SummerShred,18,27a32f37-df71-4291-8257-32b9a9f99383,Vitamin C,2025-05-16,11,951
YouTube,PowerBoost,152,4f8eac5f-0661-46de-add9-b88e1b7aee50,Multivitamin,2025-06-28,5,2293
Instagram,WellnessWave,424,49e493a6-a083-46be-a8b8-8f4f78d38601,Creatine,2025-06-13,4,4188
Twitter,FitJuly,502,818ee2ed-5086-4c16-8d8b-6b98c8d96474,Creatine,2025-06-18,8,1695
Twitter,WellnessWave,218,f24e4ea7-69af-4b64-996b-76f59d414f92,Creatine,2025-05-11,4,5231
Twitter,SummerShred,443,855b1ccc-8828-4ac5-86ca-8ece7b4fad96,Whey Protein,2025-06-15,20,4874
Twitter,SummerShred,927,76d9c616-0cc5-476b-a081-25343a497a32,Vitamin C,2025-05-31,5,1027
Facebook,PowerBoost,632,2921bf6f-1528-467f-a97c-f842a766e67c,Vitamin C,2025-06-06,17,516
Instagram,WellnessWave,807,b358f7fc-ecdf-4bde-948c-6e7e34960c5e,Creatine,2025-04-26,12,3986
Instagram,FitJuly,292,420866c6-d099-4a16-add2-d53bd02a050e,Creatine,2025-07-21,11,2140
Instagram,WellnessWave,838,ba05371e-bfb1-42a7-841b-af2fc2e1744a,Whey Protein,2025-05-11,13,9173
Twitter,WellnessWave,593,6b6112b2-0b2d-4ebf-bda6-3d451afb029d,Vitamin C,2025-05-18,20,5670
Facebook,SummerShred,156,44be574a-5ec9-4e40-8ecf-c4e6667e5d7d,Multivitamin,2025-05-12,1,7125
YouTube,PowerBoost,198,d14d6295-d268-4f13-ae4d-faa299456d0b,Creatine,2025-05-26,20,1901
YouTube,WellnessWave,508,19f46ccc-b27c-415c-bbf0-79a12dcfd65b,Vitamin C,2025-06-12,11,5175
YouTube,FitJuly,971,51020546-8da1-4ef7-882b-bb81f0a69fad,Vitamin C,2025-06-07,3,1045
Facebook,PowerBoost,295,e39897a3-4e86-4f15-8ff4-9f8dc4693cef,Whey Protein,2025-06-06,17,5137
Twitter,FitJuly,610,1cd75f56-f5e7-4ab9-8267-c66b113d8d1b,Multivitamin,2025-07-15,2,5058
YouTube,SummerShred,957,1e8ab901-3ed1-4ec4-b903-7d5b1bcfdebe,Multivitamin,2025-07-18,18,2479
Twitter,FitJuly,425,a60ab47c-2088-47a2-a962-07bc17c3fa1a,Creatine,2025-05-08,14,7822
Facebook,PowerBoost,696,a72eb3dc-f875-4601-b426-4a5648682d23,Multivitamin,2025-06-16,6,1391
Instagram,SummerShred,275,c7bbb34f-70d0-4f05-98f0-3c48a2e59d2f,Multivitamin,2025-06-22,5,5068
Twitter,PowerBoost,563,216fccb5-17d5-4faa-ae04-030ff8173289,Creatine,2025-07-20,20,9398
Instagram,SummerShred,84,93343932-9855-4314-b5a8-5fe09f26a946,Vitamin C,2025-05-29,17,9445
Instagram,SummerShred,785,b6143c03-63cc-4e75-b2aa-ebcafed1b69e,Vitamin C,2025-07-12,16,5893
Facebook,FitJuly,25,27683a9b-3526-4cb6-bbb3-841130ba3df0,Multivitamin,2025-06-20,2,5945
Twitter,PowerBoost,54,8e7f2918-5294-43ab-9e77-e5f4d002c1e1,Multivitamin,2025-07-03,13,6787
Instagram,WellnessWave,788,1209791f-7aa0-48c4-a8e8-fcf82d0e50f7,Vitamin C,2025-07-11,11,3328
Instagram,PowerBoost,586,a49271c6-34e0-4824-9fec-df60879245e9,Vitamin C,2025-06-03,3,8974
Twitter,PowerBoost,681,cdc98b94-1f6c-4492-8c8b-78115a3d60a2,Vitamin C,2025-07-06,17,3694
Facebook,PowerBoost,21,6bd61a09-386f-4abd-84a9-086aea4c84c7,Multivitamin,2025-05-31,2,7402
Instagram,PowerBoost,716,21fadfdd-bac3-4933-81bd-3829f72f5294,Creatine,2025-07-18,3,7886
Instagram,FitJuly,127,9a1cc6aa-09ed-46ac-9253-914b89a4dd86,Whey Protein,2025-05-31,20,5250
YouTube,PowerBoost,917,5c9aa951-3fbd-42a0-8908-52af88548930,Multivitamin,2025-06-14,18,4440
Twitter,SummerShred,435,a72f6ca3-4b9e-4e64-858a-168a51583d6e,Creatine,2025-06-29,16,6314
Instagram,FitJuly,386,1c9e77ca-e19c-4bdc-ba6d-28b9d8bcc1b3,Vitamin C,2025-05-07,17,7787
Twitter,FitJuly,101,e5a2179b-3164-406b-9f13-24da1845d2a8,Creatine,2025-06-09,5,8135
Facebook,FitJuly,315,18d3f3fb-0a9e-4910-85d4-4b8a67bc57c8,Vitamin C,2025-07-07,17,1824
YouTube,PowerBoost,570,51f7ae0a-75f5-4e46-929c-85f7036b25b8,Creatine,2025-07-02,14,9948
YouTube,FitJuly,668,ef7288f4-33ae-4594-89aa-86c44592e9a9,Vitamin C,2025-06-29,13,9186
Instagram,SummerShred,210,84726800-a413-4bc1-9d46-532ec8bd9f0c,Creatine,2025-07-12,17,2958
Twitter,FitJuly,458,04fcd8c7-164c-4d41-9822-b8c52a6ba1e6,Vitamin C,2025-05-25,13,2272
Twitter,SummerShred,701,4349ce86-4570-45c1-995b-5ad7a5c5b1c6,Vitamin C,2025-06-25,20,5033
Instagram,WellnessWave,331,3dd228c7-6c01-486d-9b89-0549f641863b,Whey Protein,2025-05-25,16,9585
YouTube,FitJuly,337,1bbefc71-e691-44ba-af12-d7f1deab9064,Creatine,2025-05-21,14,6905
Twitter,PowerBoost,280,76d1d693-85cb-4828-9735-7c2b5edd9c81,Vitamin C,2025-07-14,8,8796
Instagram,PowerBoost,322,ee2a41a0-81f7-459f-8ddb-fbb00bc14caf,Whey Protein,2025-04-25,7,3649
Facebook,FitJuly,632,40572ded-b38e-4c8a-8a73-c8af86562bf2,Vitamin C,2025-06-13,10,4601
Twitter,WellnessWave,748,67a35328-30ff-4083-ae49-56f5331ed6c7,Multivitamin,2025-04-26,17,5814
Instagram,WellnessWave,776,4997c8bb-50c9-4fdb-b55e-4c9f7ed7a4e3,Creatine,2025-07-09,18,7174
Twitter,WellnessWave,789,87d56260-8646-47d3-84c3-de207b5038e8,Whey Protein,2025-06-21,4,2823
Instagram,SummerShred,582,c5de0627-5c3d-4452-a869-b57d7dc088ec,Multivitamin,2025-07-19,17,5964
YouTube,PowerBoost,943,0d246a02-1174-45cb-8e29-d35d3dcad355,Creatine,2025-07-01,4,3590
YouTube,SummerShred,998,cc5af5de-d9b1-4841-b6e1-4e708165a6fe,Whey Protein,2025-05-18,16,7303
Twitter,SummerShred,461,62ad3810-28cb-46bd-b9f3-b97dfbcf427f,Whey Protein,2025-04-26,17,4450
Instagram,FitJuly,575,bbbdbc68-4979-4baa-ae08-4314bdf2d8e3,Creatine,2025-06-02,3,2111
Facebook,SummerShred,74,8110f56c-cb01-4627-b6fb-a6cc5b0d6b4d,Creatine,2025-04-29,14,3688
Instagram,SummerShred,661,cb6a7738-0327-4cc3-b44c-2fdb61c11e95,Creatine,2025-05-02,16,7451
YouTube,WellnessWave,805,fb6a6721-fd93-4b46-ad13-f50583efae96,Multivitamin,2025-06-12,20,9742
Instagram,PowerBoost,424,2a68748a-8f0e-4063-885a-0b94885e3db9,Multivitamin,2025-07-05,5,6901
Instagram,PowerBoost,773,a189bd22-a751-44fb-8d5d-cbe3a1784525,Creatine,2025-06-02,5,7754
Facebook,PowerBoost,876,d88c03bf-4688-4d0f-a2d0-7e542ed521f1,Whey Protein,2025-06-27,14,3230
Facebook,FitJuly,540,a827dc81-c283-4921-98a9-265ca14d02fc,Vitamin C,2025-06-12,18,3800
Twitter,FitJuly,144,2244245f-5b86-4fdb-8e23-842000f77965,Vitamin C,2025-06-24,4,9947
YouTube,WellnessWave,955,2c78e082-ccbe-4e0e-96de-4f7ba2c7583f,Whey Protein,2025-05-03,10,6206
Facebook,PowerBoost,525,4ec9f2ef-63cc-46ac-8b11-9965a6ab2e94,Creatine,2025-06-10,1,8080
Instagram,PowerBoost,147,fec1ebef-175a-40a9-a37c-d88745bfc525,Creatine,2025-06-14,20,7329
YouTube,FitJuly,704,58758784-56c1-40e5-8510-f7f52df4db31,Multivitamin,2025-06-09,10,5432
Twitter,SummerShred,246,afd146f2-52f4-462a-9113-987af83ffc45,Whey Protein,2025-05-12,12,6456
Instagram,SummerShred,2,8298041b-cd40-47c3-8f19-351ea46353f0,Vitamin C,2025-06-22,5,7790
Instagram,WellnessWave,760,073d7c59-57a4-4f1d-8052-091aab384323,Multivitamin,2025-06-16,6,4715
YouTube,SummerShred,557,98a37765-f861-4781-9c6d-b216f9777fc3,Multivitamin,2025-06-16,17,3424
YouTube,WellnessWave,378,9d1f1654-e109-4083-86cf-5e251b1967e1,Creatine,2025-06-05,16,6315
Instagram,FitJuly,186,1efa075a-e422-4949-977e-7a6f2eb1e717,Whey Protein,2025-04-29,11,9973
Twitter,SummerShred,54,dd45a93b-4cf4-4953-9dc1-3859d4338b54,Whey Protein,2025-06-14,3,7648
YouTube,PowerBoost,181,7f169300-32d0-4dda-83f9-070ef7ccbd0e,Creatine,2025-05-16,20,695
Twitter,SummerShred,779,06d84b31-32db-4370-a0f8-fedcabb4e206,Vitamin C,2025-05-26,3,6617
Instagram,FitJuly,179,c9dfc8a2-b5a1-42c1-a1b6-3787e4555717,Vitamin C,2025-06-11,17,7876
Twitter,SummerShred,184,10003e57-9afa-42c0-b6b1-c212f243849f,Whey Protein,2025-06-26,17,9248
Instagram,WellnessWave,760,4ba2ca78-bc18-4355-b23c-a00301bd4bbc,Vitamin C,2025-05-23,20,3841
Facebook,PowerBoost,746,b1980569-7bcc-467e-be27-24d6b422311e,Whey Protein,2025-05-27,8,662
YouTube,SummerShred,93,b343d9e3-274f-418f-bdc2-add8309cf9a8,Multivitamin,2025-06-04,19,7226
YouTube,SummerShred,419,bc98efbd-acd1-4cdb-857a-7638c022b00e,Multivitamin,2025-05-30,4,5633
Facebook,WellnessWave,687,9681c9cf-bc7d-44d5-b9ad-71902ee893ef,Vitamin C,2025-05-21,12,2809
YouTube,PowerBoost,591,5b7b30cf-f117-4c33-adc1-81808ac1a04e,Whey Protein,2025-06-24,11,1501
Facebook,FitJuly,768,254828f8-045c-4bb8-8f24-80497e9e237a,Whey Protein,2025-05-23,9,9303
Instagram,FitJuly,665,8a141d0c-ec04-4542-994c-b6360121d3a9,Multivitamin,2025-04-26,9,5399
YouTube,PowerBoost,942,f693689a-f600-43fe-8e5d-ca6dd9be7f45,Creatine,2025-06-20,14,7794
YouTube,WellnessWave,823,143ab711-a8e6-4bb8-ba2d-02ada7776738,Vitamin C,2025-07-03,13,2663
Facebook,PowerBoost,463,24498c39-b85d-4bb3-b65a-590ca9c31960,Whey Protein,2025-06-08,14,3547
YouTube,SummerShred,286,cce5f384-abcf-4285-a8aa-71af09b87df0,Vitamin C,2025-05-15,3,2886
Instagram,SummerShred,33,57b6b300-b4e4-46a5-bcaf-3508d1e45efc,Creatine,2025-06-20,11,1379
Facebook,WellnessWave,230,464c18fd-b633-4aed-bb37-dd748c87ae43,Creatine,2025-05-16,14,5586
Twitter,SummerShred,16,74d9af0f-f9a4-484d-9bd8-b6e7d9fdc213,Vitamin C,2025-04-30,9,7798
YouTube,FitJuly,869,84ba86f2-19a2-4c44-ba77-1565db0f4545,Creatine,2025-07-15,7,6467
Instagram,WellnessWave,248,c4483174-424a-400d-b8c4-1356de022064,Creatine,2025-05-30,3,9925
Facebook,WellnessWave,596,94e6a2cf-ffb5-4a68-8fb3-8cf48039af95,Multivitamin,2025-06-08,4,7782
Instagram,FitJuly,921,5067c0ff-cbba-40e9-b3c8-f271cca85d1d,Creatine,2025-06-26,20,2616
Facebook,FitJuly,531,00a7bd73-b3fd-4a85-b20d-e796b9638d68,Vitamin C,2025-05-10,18,7593
Facebook,PowerBoost,529,6343d37c-ad60-4139-b1a6-790aeeb59198,Creatine,2025-06-06,8,3227
Facebook,FitJuly,662,93ab4e8a-25d6-4088-83a0-2c9d95e399e6,Creatine,2025-06-29,20,7130
Facebook,WellnessWave,550,25671459-2c07-484a-98e2-7bf52860c179,Whey Protein,2025-06-27,1,4461
Facebook,SummerShred,602,fca1ba87-3fa6-4554-b620-17f1af77fb2b,Creatine,2025-05-26,17,3331
YouTube,WellnessWave,189,d0a1a3f9-6074-4806-9882-c020c5055bb3,Creatine,2025-06-12,6,8028
Twitter,PowerBoost,413,5a104de9-09e2-49d6-956d-64faed8e6691,Vitamin C,2025-05-02,19,8437
Instagram,FitJuly,603,16f51202-c812-483d-8250-b1b1b2d08d78,Creatine,2025-06-13,13,3304
YouTube,FitJuly,587,f367d0b7-f058-430c-961f-80e2fd271cd5,Vitamin C,2025-05-05,1,4665
YouTube,SummerShred,630,a142ac0a-d27c-4c17-a59f-1e16c75d2261,Vitamin C,2025-06-24,6,7576
Instagram,FitJuly,211,9e420f00-e54d-4778-bcc7-809250a50051,Vitamin C,2025-06-27,11,3399
Instagram,SummerShred,37,b470fd88-b1dd-48b1-96f4-857ed1c39b1d,Multivitamin,2025-06-22,18,7086
Facebook,PowerBoost,935,014f26db-f269-4f5e-8321-ff32b395ca49,Whey Protein,2025-05-24,12,7475
Instagram,WellnessWave,110,3a231b6c-5d12-4d57-90a8-3b2d9c41f969,Vitamin C,2025-05-07,10,4585
Twitter,WellnessWave,719,eaa61996-7206-4b2f-8b5e-e5232b57917f,Whey Protein,2025-04-25,20,3712
YouTube,FitJuly,89,57c985a6-8616-4c77-a7d4-f2cd2bd94502,Whey Protein,2025-05-22,3,9816
YouTube,SummerShred,567,c3fb248c-4d43-40ed-9f65-099dd428b5eb,Creatine,2025-06-24,6,9905
Instagram,SummerShred,110,10420f31-08d3-4a09-924d-4a4125e6a041,Creatine,2025-06-29,15,3963
Twitter,FitJuly,479,6539d0c0-d4fb-4c6f-a3af-a66073f2296c,Whey Protein,2025-05-23,18,6363
YouTube,FitJuly,978,f675d13f-f28e-4ea5-83aa-e9b434d7952b,Creatine,2025-07-08,12,5094
Instagram,WellnessWave,202,5c6ab908-4924-41cb-8776-f2a47dc08033,Creatine,2025-06-20,20,5184
Instagram,PowerBoost,92,0db29b4a-757f-475a-9abb-7d78a2996272,Vitamin C,2025-07-19,19,1188
YouTube,PowerBoost,189,92892273-1be4-4826-b0fb-1e50d6f5ec6c,Multivitamin,2025-07-13,20,3599
Twitter,PowerBoost,446,e6093eca-f7eb-4bce-b8af-2b732e1201b4,Whey Protein,2025-04-24,1,952
Instagram,PowerBoost,891,02b0391d-4e68-4d91-89af-cb7cb7838b11,Creatine,2025-05-28,6,9683
Twitter,PowerBoost,681,dbdd2af5-54c0-4cd3-a09d-549e5434a9f5,Creatine,2025-06-16,16,6550
YouTube,SummerShred,161,ab6e2597-4442-4021-8e8c-5d8a1c74b0e7,Multivitamin,2025-05-27,15,9321
Twitter,PowerBoost,710,af69d79a-960c-4ee2-ae34-1cf77f0ec403,Creatine,2025-06-25,3,6520
Instagram,WellnessWave,398,6577c8f3-9d4c-4f6b-8012-7a68d3d7f81d,Whey Protein,2025-06-27,13,2064
Instagram,FitJuly,317,a2f6180a-d3f6-4e7b-b6b5-1c6516701e7d,Creatine,2025-05-07,17,7284
Facebook,FitJuly,503,89cd32dd-71a5-46cc-8045-c37a8a857185,Vitamin C,2025-05-09,18,4641
Instagram,SummerShred,891,5fb605a2-f82b-4b68-ad8a-7deac5be7afd,Creatine,2025-06-05,2,3753
Instagram,FitJuly,825,0929789f-2f51-4d69-a336-7f7d1c626c24,Creatine,2025-06-02,11,7400
Twitter,FitJuly,789,dd2a27e2-6d2b-4a57-b5ca-07eeba4c95ad,Multivitamin,2025-06-01,12,2695
Instagram,SummerShred,776,da63e684-4403-49be-8386-7ffde3f588d2,Vitamin C,2025-06-28,5,9499
Facebook,PowerBoost,569,706e85da-e442-4666-86c8-9feb85749eb9,Whey Protein,2025-05-21,2,8719
Twitter,PowerBoost,771,a36f4db4-af71-45ad-8bb3-3b72df6b540d,Creatine,2025-04-28,4,9047
Facebook,PowerBoost,150,b610b62c-1188-474e-8dac-3cedc75a5c90,Whey Protein,2025-05-22,10,1180
Twitter,WellnessWave,54,bdd20482-25b1-479d-a279-34902fc2c5e8,Whey Protein,2025-07-19,4,1136
Twitter,PowerBoost,359,c106e2c1-6993-4c8a-9280-34d6cf473a91,Multivitamin,2025-06-12,9,6337
Instagram,WellnessWave,575,5d6d61c5-e3d0-4f9f-848b-a459f7ecf2dc,Multivitamin,2025-06-16,6,6794
Instagram,WellnessWave,661,82965b46-755b-40ae-8b55-0e1b8ba37a4a,Whey Protein,2025-05-22,8,4064
YouTube,SummerShred,559,1c91b196-eadd-4baf-ba7c-ffb8ef8ff564,Creatine,2025-06-30,5,2512
Facebook,PowerBoost,346,78771e06-904b-4040-95a5-6234d068daf3,Whey Protein,2025-06-23,1,9616
Twitter,SummerShred,864,8c743c8e-5b0b-474e-a468-d8624e8ec2e0,Creatine,2025-06-26,10,8619
Instagram,WellnessWave,716,d1aed880-0241-460b-a29d-f616933046d7,Multivitamin,2025-04-30,7,9789
Instagram,FitJuly,603,dc57281e-4406-42d8-9a3d-45feb1fa44c5,Creatine,2025-06-21,1,5093
Instagram,PowerBoost,149,5526de0c-e7b9-4433-a9a0-c862359254b7,Creatine,2025-06-12,11,1921
YouTube,PowerBoost,509,65fc63ce-b795-4190-a065-4d2469d8a57b,Creatine,2025-05-05,9,5199
Facebook,PowerBoost,599,c9ae6f0c-e37f-458e-ad42-bde7d8a72e93,Creatine,2025-07-02,20,8646
Facebook,PowerBoost,554,c909d083-e33f-4fd1-bd6b-8b1b87d0580f,Whey Protein,2025-05-14,10,7565
Instagram,WellnessWave,520,98ebc6a9-6830-41bb-8a81-08f3d4b9d00c,Multivitamin,2025-05-19,7,5206
Facebook,FitJuly,926,319153a0-b62a-4c3a-b01d-7da31ffc981d,Whey Protein,2025-05-06,18,9871
Facebook,FitJuly,305,b4332a9f-faef-45ca-8364-e0208dbca2fb,Multivitamin,2025-06-01,2,2143
YouTube,WellnessWave,481,42670a33-bc06-4a24-be10-138fbab72966,Multivitamin,2025-06-24,6,9689
Twitter,WellnessWave,111,e74dc584-b013-4315-9c13-44517531693c,Vitamin C,2025-07-08,8,6418
Twitter,FitJuly,88,3b525725-0c01-4af6-ad6f-b9c543faae75,Whey Protein,2025-05-07,16,3126
Instagram,SummerShred,777,138ecd0e-74b9-4bfe-99d1-c9affe258a91,Creatine,2025-06-05,2,4896
