influencer_id,Platform,Date,URL,Caption,Reach,Likes,Comments
876,Facebook,2025-06-04,https://cox.com/,Job first answer audience teacher me author.,48992,24618,3165
154,YouTube,2025-06-20,https://mccormick.org/,After recently east imagine green environmental general.,127930,37849,676
98,Instagram,2025-04-23,https://www.white.com/,Even agent here theory most ground.,77006,1135,3247
546,Facebook,2025-07-04,http://www.rodriguez-jordan.org/,Those whether skin ability building.,171931,6397,3879
91,Twitter,2025-05-13,http://www.turner-davis.com/,Discussion bring space become order color low.,326026,33748,710
318,YouTube,2025-07-15,https://boyd.com/,Nice political style better on image detail.,239467,39485,1781
624,Instagram,2025-05-22,http://anderson.com/,Generation music bad.,556631,4940,239
716,Instagram,2025-06-14,https://montoya.biz/,Woman they hold grow other sign trial.,159537,39236,1239
680,Instagram,2025-07-18,https://evans.com/,Sell interesting beyond election image professional program.,1460,47173,4071
868,Twitter,2025-04-30,http://edwards-williams.net/,Article sound local development morning.,148420,35535,3411
542,Facebook,2025-05-05,https://baker.com/,Citizen agent can sound reason sell arrive.,285621,24621,1903
428,Facebook,2025-05-04,http://www.zuniga.com/,Suddenly admit between task question deal.,412035,18960,3276
2,Instagram,2025-07-12,http://www.christian.com/,Per its study everything health share.,480785,22833,1716
896,Twitter,2025-05-20,http://west.net/,Television rise today but.,323596,5900,986
476,YouTube,2025-05-03,https://lowery.com/,Set true government.,794515,9701,266
759,Twitter,2025-05-07,https://porter-harris.net/,Develop in training voice same fill little.,412149,41477,4185
488,Facebook,2025-05-13,https://morgan.com/,American guess find certainly.,109327,24326,426
816,Facebook,2025-07-03,https://rivera-kane.com/,Need purpose staff nor.,487759,16336,1867
483,YouTube,2025-05-17,http://www.york-juarez.com/,Seven last reveal indeed.,697685,19892,2048
438,Facebook,2025-07-04,https://www.johnson-mendez.org/,This painting wear kind idea here.,665675,30734,996
935,Facebook,2025-06-16,https://evans.biz/,Look feeling commercial detail.,64420,36432,3051
154,YouTube,2025-07-02,http://gray.net/,Need rate example through glass pull memory.,15859,27638,2557
453,Instagram,2025-05-09,http://www.mosley.com/,Seven evening he work throw industry spring.,58517,26893,926
352,YouTube,2025-04-28,http://wells.com/,Model yes ever take difference behind.,493387,237,1579
84,Instagram,2025-06-08,http://little.org/,Course wait reach them significant them.,415270,12451,2359
349,Facebook,2025-05-23,https://www.thomas.com/,Product still scientist recent.,702381,12791,1251
316,Instagram,2025-06-19,http://www.schaefer-clayton.biz/,Task different fire.,476928,35283,586
564,Instagram,2025-04-23,https://www.herrera.org/,Morning three military may model modern relate.,756614,14360,4311
5,Twitter,2025-06-18,http://clark.com/,Talk contain nature reach state owner because.,18103,31468,2332
892,Instagram,2025-04-25,https://www.stevenson-torres.com/,Parent hundred likely area question field.,278056,1428,4934
421,Instagram,2025-06-23,http://miller.com/,Table section player thousand win amount.,449749,9701,2834
336,Instagram,2025-07-19,http://www.johnson.biz/,Political face training part bag perform.,140531,22870,4621
210,Instagram,2025-07-10,http://www.molina.com/,Cover small past.,132911,30225,2775
406,Instagram,2025-05-20,http://www.hicks.biz/,Serious particular crime price account technology buy amount.,752554,26079,3919
142,Twitter,2025-04-26,https://gibbs.com/,Never bring situation take fight.,8196,14936,3708
667,Twitter,2025-05-29,https://henderson.com/,Type condition that recent.,494771,29857,1482
199,Facebook,2025-06-22,https://www.brown.com/,Skill green memory political single oil summer court.,16408,43189,398
615,YouTube,2025-07-19,https://porter-huang.com/,Have ok tell issue.,615545,36702,1283
879,Facebook,2025-04-27,http://coleman.org/,Fast positive agreement month.,207911,44326,340
394,Instagram,2025-06-25,https://www.patrick-jones.com/,Pull citizen American cultural effect.,60157,36037,2137
885,Instagram,2025-05-20,http://martinez.com/,Possible group my great sound happen need unit.,132609,37472,1399
508,YouTube,2025-07-05,https://calhoun-atkins.net/,From night hundred husband.,12600,8442,4827
695,Twitter,2025-07-07,http://brown.org/,Federal talk middle without believe under main long.,412034,28941,117
537,Instagram,2025-06-12,https://booth-thomas.com/,Line firm Mrs production exactly deal.,77460,43490,4703
619,YouTube,2025-05-11,http://ferguson.biz/,Citizen me table happy short ten.,236603,45730,171
453,Instagram,2025-05-16,http://www.diaz-cole.com/,Bad stop professor today build thousand.,149148,11643,781
74,Facebook,2025-07-17,http://thompson.com/,Relationship true attack bed second why.,45722,13208,1417
628,Facebook,2025-05-06,https://wells-turner.biz/,Happen much born reveal.,231085,9557,321
791,Instagram,2025-05-26,http://www.goodwin.com/,Responsibility discussion clear bad Republican public.,83638,28406,3550
723,Facebook,2025-07-18,https://www.austin-house.com/,Create season town determine.,388911,28016,1646
863,Instagram,2025-05-21,http://www.jones.com/,Daughter specific great event.,205047,667,1647
703,YouTube,2025-05-21,http://everett.com/,Beautiful your side growth today.,600461,39552,572
555,Facebook,2025-05-25,http://www.smith-smith.biz/,Sign like media together add sound.,335504,31172,2716
950,Twitter,2025-06-12,https://www.rodriguez.com/,Development safe event never according mission appear.,191402,42569,703
234,Twitter,2025-05-27,https://www.russell.com/,Star commercial rich state point.,116962,38831,2088
162,Facebook,2025-05-24,https://good.net/,Up go probably look part successful miss.,397513,8275,942
562,Twitter,2025-04-28,http://www.hill.org/,Else guess chair by thousand.,51294,16363,3873
279,Facebook,2025-06-10,http://www.day.info/,Risk around especially early road.,283463,38439,3471
126,Twitter,2025-05-08,http://www.gillespie.com/,Something Mr boy matter heavy white wind job.,552588,29875,3771
402,Facebook,2025-05-19,http://chavez.biz/,Beyond child sing table message catch.,336373,35969,2053
618,Instagram,2025-07-18,https://www.huerta.com/,Successful group culture draw within nor something.,51646,33596,185
612,YouTube,2025-06-01,https://walker.com/,Hundred last both debate themselves position.,119182,36794,4194
648,Facebook,2025-06-08,https://odom-delgado.biz/,Move free information help store study relationship.,414187,24822,3096
30,Facebook,2025-05-07,https://mcbride-henry.com/,Sometimes close cause long long traditional just.,512139,20653,3488
905,YouTube,2025-05-04,http://www.rodriguez.com/,Small maintain ready show.,43172,29027,2423
174,Twitter,2025-06-07,https://www.green-castro.com/,Direction trial truth wife indicate message.,138410,44034,4651
429,Instagram,2025-07-21,https://herring.com/,Turn ask many response view.,88514,23508,1861
354,Facebook,2025-06-16,http://www.poole-carter.com/,Last science avoid among body response show large.,60552,47961,1368
152,YouTube,2025-06-17,https://www.rivera.com/,Good whom everybody list writer purpose.,626220,21922,2336
152,YouTube,2025-07-18,http://www.silva.com/,Amount house offer child.,393677,27785,2897
729,Twitter,2025-06-27,https://www.smith.com/,Blue despite actually action life wonder.,454864,32949,547
226,Twitter,2025-06-03,http://pham.net/,College woman so what write eye manage.,681849,32832,3754
942,YouTube,2025-06-17,https://bishop.net/,Development right prove research.,276917,7655,3521
397,Twitter,2025-06-07,http://www.bowman.com/,Character better other myself.,19051,13642,1493
194,Instagram,2025-06-16,https://harris-briggs.org/,Pressure later smile color.,41033,19909,1628
363,Twitter,2025-05-01,https://allen.com/,Room house art design eye.,165700,48851,3256
947,Twitter,2025-07-10,http://www.pratt-cook.org/,Their share other team.,606798,26048,4900
367,Facebook,2025-07-12,http://flynn.com/,Turn born she behavior.,10721,20767,264
737,Twitter,2025-04-25,http://mcintosh.org/,Check treatment building green.,336004,37708,1084
454,YouTube,2025-07-15,https://www.barnett.com/,Key memory like important.,349369,45578,104
812,Instagram,2025-07-10,https://www.moreno-shields.com/,Discussion official skin second opportunity.,118757,16173,4558
808,Facebook,2025-06-18,http://baker.net/,Country sign spend artist firm.,404612,16205,299
194,Instagram,2025-07-18,http://campbell-hernandez.info/,Really cup apply player country rule perform production.,55034,20903,2273
611,Facebook,2025-07-07,https://www.smith.biz/,Someone position degree international.,2923,48760,1454
121,Twitter,2025-05-09,http://www.fields-bryan.com/,Clearly think reflect myself memory.,233850,28368,1180
207,Instagram,2025-04-30,http://www.rodriguez.com/,Fire wife smile avoid meet.,6938,35717,4960
60,Facebook,2025-06-27,https://www.ray.com/,Question recognize group.,335076,18190,4375
392,Instagram,2025-05-12,https://www.jordan.biz/,Step bar seek mission.,112733,2654,4109
898,Twitter,2025-06-09,http://anthony.net/,Structure effort grow western.,317313,31459,4442
432,Twitter,2025-06-28,http://spence.com/,Deal message Mr both sister down.,1691,24503,1536
277,Instagram,2025-07-15,https://www.chambers-ross.info/,See article new situation letter admit.,182444,20180,3551
856,Instagram,2025-06-10,http://www.moody-jones.net/,Front easy off.,982496,5244,2151
790,YouTube,2025-06-28,https://jackson.com/,Fly item little risk admit.,801312,4819,2859
30,Facebook,2025-06-02,http://fischer.com/,Reality talk receive Democrat prevent see.,635582,14228,1418
705,Twitter,2025-05-21,https://www.stewart.com/,Race without analysis should determine generation tax.,368141,31989,3478
804,Facebook,2025-05-18,http://www.thomas.info/,Group determine best number herself state employee.,87226,16467,1771
727,Twitter,2025-05-06,https://cross.com/,Image people whole center chair.,261494,48018,3744
625,Instagram,2025-05-14,http://www.fleming.info/,Reveal thousand case almost.,35005,22047,1683
874,YouTube,2025-05-05,http://patterson.com/,View catch contain father Congress.,494644,15008,1923
148,Facebook,2025-05-07,http://www.moore-price.com/,Laugh energy product once your.,669609,9948,4087
785,Instagram,2025-06-11,http://www.bishop.com/,Mr five tough design stuff production deal.,191291,20884,2546
438,Facebook,2025-05-31,https://hart-carson.info/,Issue student candidate structure.,778263,29114,4713
178,YouTube,2025-07-19,http://www.jordan.com/,Indicate scene provide west.,46004,15165,935
394,Instagram,2025-06-30,http://www.davis-wright.com/,Operation understand seat like law hear service.,268979,11633,946
465,Twitter,2025-05-16,https://burke.org/,Along chance matter get Congress church meet.,485064,1725,4672
563,Twitter,2025-06-19,https://www.knox.com/,Major data response pattern suggest office point travel.,297599,37357,2271
5,Twitter,2025-07-10,https://www.cantu-campbell.biz/,Everybody point yourself yeah line single.,14956,28795,1766
246,Twitter,2025-06-24,https://www.lewis.net/,Partner situation couple anyone drug.,283975,4357,3492
502,Twitter,2025-06-15,https://conner-gonzalez.org/,Owner condition image wide thought attack building.,416204,3309,1624
493,YouTube,2025-06-01,http://www.carey.net/,Across find voice world never southern.,557316,25127,1991
467,Facebook,2025-05-20,http://www.hutchinson.org/,Agent true entire chance necessary instead.,775752,44817,1490
416,YouTube,2025-06-15,https://howard.com/,Job alone forget do.,26687,40370,1708
195,Instagram,2025-05-23,http://brown.org/,Work different yeah education.,84422,5514,1633
232,Facebook,2025-07-08,https://donovan.com/,Weight she perhaps also bill onto.,239110,11819,3973
476,YouTube,2025-06-09,https://kane-thomas.net/,Family hot she something.,92148,42017,1109
954,Facebook,2025-05-25,https://www.blake.com/,Cause really something arm event fall article.,264694,14176,1868
896,Twitter,2025-05-08,http://www.davis-walters.info/,Indeed music Mr stage analysis hair pass next.,93761,12462,3350
16,Twitter,2025-06-01,http://morgan-tate.org/,Person when certainly him act occur peace.,100736,46929,3569
73,Twitter,2025-05-19,https://williams.com/,Common way pull forget real account probably.,374180,48814,2262
602,Facebook,2025-06-02,http://www.henderson.net/,Somebody lay PM campaign establish.,414100,5155,768
565,Facebook,2025-06-28,https://www.meadows-burch.info/,Marriage image experience unit history.,174268,5919,1926
937,YouTube,2025-05-12,http://hodges-rodriguez.com/,Surface ask material member matter fact age.,242807,38278,198
831,Facebook,2025-06-20,http://www.fisher.com/,Best example city will force.,258572,8136,542
832,Instagram,2025-07-15,https://rodriguez-skinner.com/,Myself over cut fast here yard.,50063,39201,2343
663,Twitter,2025-06-10,https://richardson.com/,Recent already avoid science.,592437,1945,2137
496,YouTube,2025-05-19,http://www.mendoza.com/,Job machine always they left whether something.,461791,42526,95
639,Twitter,2025-06-27,http://smith-howell.com/,Politics have enjoy election what.,722877,14698,257
600,Facebook,2025-07-04,https://www.lee.com/,Certainly care design dream.,287495,10930,2199
750,Instagram,2025-06-09,http://www.moore.info/,Should dog among center thing.,64217,7744,2492
752,Facebook,2025-05-02,http://www.mosley-franklin.org/,Chair ok cause foot fire far although.,62022,33228,3815
641,Instagram,2025-05-14,http://www.washington-ramirez.biz/,Their party anyone thought.,33824,44353,3397
167,Facebook,2025-05-18,https://harmon-singleton.org/,Remember meet lay into.,391095,46321,4090
55,Facebook,2025-07-14,http://watson.biz/,Pick food than thank their.,388709,1275,4683
892,Instagram,2025-04-27,https://porter.com/,Change security member half.,299584,12089,2854
557,YouTube,2025-05-20,https://walker-gray.net/,Really quite here also hundred pretty find anything.,267446,1995,1768
50,Instagram,2025-05-20,https://www.harrison-rogers.com/,Not turn family over.,54437,46480,3514
823,YouTube,2025-07-02,https://lawson-hill.com/,Time recently tell open.,575647,26886,1609
972,YouTube,2025-05-27,http://morris-fletcher.info/,Page myself degree under event.,102510,5600,2410
373,Facebook,2025-06-09,http://watson.biz/,Card industry cover next food cut.,58462,32320,1670
151,YouTube,2025-07-13,http://www.ramirez.org/,Explain similar on claim of.,452114,28082,3523
424,Instagram,2025-05-27,http://miller.com/,Let well receive foreign eye everything science shake.,98914,6063,2167
70,Instagram,2025-06-19,https://white.com/,Heavy radio store these old adult when.,130785,41596,1018
419,YouTube,2025-07-17,https://dunn-johnson.biz/,Paper young character maybe fire whole development.,217963,3230,4148
28,YouTube,2025-06-15,http://www.walton.info/,Present policy exist sell standard.,115499,46303,321
646,Instagram,2025-07-12,http://torres.com/,Support moment others car really land question.,93182,35992,788
439,YouTube,2025-07-02,http://fisher.com/,Huge world herself buy.,277948,36910,2110
150,Facebook,2025-07-18,https://castro-tran.info/,Gun ever kitchen so or measure.,13676,2032,858
76,Facebook,2025-07-08,http://boyd.com/,Admit hundred between fly event traditional.,225344,41864,768
355,Twitter,2025-07-03,http://gonzalez.com/,Under trial star.,189718,27671,517
487,Instagram,2025-06-29,http://jordan-michael.com/,Easy high understand choose major anyone of.,885578,3456,4630
68,Twitter,2025-05-11,https://www.church.com/,Toward military especially hotel.,538283,23953,104
697,Facebook,2025-06-25,https://brown-munoz.com/,No only throughout arm.,164100,17573,1002
663,Twitter,2025-04-27,https://www.calderon.com/,Language apply particularly government.,431162,32067,3481
36,YouTube,2025-04-24,http://baker.com/,Conference opportunity risk.,72159,2490,3364
750,Instagram,2025-05-31,https://merritt.com/,Above season hair none act difficult Mr realize.,54328,10582,4641
326,YouTube,2025-04-28,https://west.org/,Positive up whose baby responsibility.,98425,33098,4823
339,Twitter,2025-05-31,https://perry.info/,Scene it if reason.,388365,36752,2410
246,Twitter,2025-05-05,https://lee.biz/,Hospital hot treatment party phone perform discover.,290334,28124,3396
929,YouTube,2025-06-23,https://www.bradley-lynn.com/,Become establish night policy also boy car blood.,577002,36906,2468
6,Twitter,2025-05-26,http://www.powell.biz/,Beat care three interesting agency.,52182,14886,3547
7,Facebook,2025-05-19,https://davis-ryan.org/,Challenge same thought lose very reveal.,25447,7052,746
519,Twitter,2025-07-10,http://www.sanchez.info/,Tell yes adult one long away ground.,164685,36135,3319
680,Instagram,2025-07-09,https://barnes.net/,Sure step paper itself have.,401706,45986,2113
429,Instagram,2025-06-06,http://morales.com/,Your relate probably station.,432153,17067,3341
595,Instagram,2025-04-26,https://www.jones-becker.com/,Probably political use tax.,166626,8202,2020
707,YouTube,2025-06-15,http://www.davila.info/,Newspaper note still commercial.,895893,2199,838
510,Twitter,2025-06-30,https://www.hutchinson.net/,Deep gun above three both line whole now.,63437,19883,967
829,Facebook,2025-05-07,http://walker.org/,The turn decision there floor look present quickly.,774751,30633,394
882,Twitter,2025-04-23,https://www.stephens.biz/,Radio month economy mother clearly coach.,49244,29573,2687
592,Facebook,2025-05-02,http://guerra-keith.com/,Few save bank discussion learn interest attention.,192488,25317,2120
146,Twitter,2025-06-17,https://griffin-wagner.com/,Single unit teach society.,28269,39253,3514
771,Twitter,2025-07-02,https://www.davis-king.com/,Think community recognize prevent market.,105381,2554,1723
671,Instagram,2025-06-26,http://www.jackson-gill.net/,More meet throughout only heavy couple get inside.,412100,10228,4377
739,Instagram,2025-07-09,https://cooper.com/,Run raise science bank along religious drug bed.,29057,6408,3337
935,Facebook,2025-05-20,https://www.vazquez-petersen.info/,Few free check red like.,43037,32251,4255
60,Facebook,2025-05-31,http://www.moore-haas.com/,Mother specific either half.,463285,32941,2551
575,Instagram,2025-05-29,https://knight.info/,Test institution instead far civil bit.,451892,49877,3136
900,YouTube,2025-07-07,http://hunt.com/,Attack know opportunity.,596910,38670,3368
154,YouTube,2025-05-30,http://keller-murphy.com/,Evening identify street several player.,762060,35146,3180
906,YouTube,2025-07-04,http://stanley.com/,Democratic weight require sort wait.,11006,15218,2162
755,Instagram,2025-05-15,https://crawford-harris.com/,Increase year behind particularly.,60066,5395,3255
500,Twitter,2025-04-30,http://sosa-snyder.com/,Defense magazine trip family.,24387,46175,2364
754,Instagram,2025-06-21,https://www.carlson-cooley.com/,Action line challenge available example color.,460652,16605,148
772,YouTube,2025-06-30,http://www.huff.com/,Tell huge teacher little.,94063,15230,1801
684,Facebook,2025-05-25,https://cruz.net/,Level which detail full.,41351,16378,4515
793,Twitter,2025-07-05,http://brown.com/,Others station must ready view wife.,235524,26077,4118
596,Facebook,2025-06-19,http://shaffer.com/,Item cold give become happen.,212808,11157,3660
319,Instagram,2025-05-06,http://williams-padilla.com/,Exist measure start investment.,13856,18023,2775
512,Twitter,2025-05-22,http://ruiz.com/,For blue marriage.,250987,33425,1573
960,Instagram,2025-06-30,http://www.stewart-booker.com/,Top trip president natural society tax.,56382,9552,1136
36,YouTube,2025-06-03,http://www.allen-choi.com/,Stay out feeling still design how suggest.,72672,22922,698
111,Twitter,2025-05-31,http://novak-townsend.biz/,Card himself current local past government our.,617032,26501,4451
447,Twitter,2025-05-08,https://www.jones.com/,Usually education use window beyond question law.,5000,48397,2436
164,YouTube,2025-06-08,http://www.smith.info/,Program anything exactly line market plan.,44267,7546,2493
152,YouTube,2025-06-11,https://www.davis-hart.com/,Else agency wife win effort everything.,160680,16178,824
477,Facebook,2025-07-02,http://smith.com/,Purpose activity land resource.,752095,30778,3026
267,Twitter,2025-04-27,http://www.ward.com/,Politics out anyone here amount leg.,10626,40194,4677
268,Twitter,2025-05-27,http://howell-wong.com/,Near high quality program resource.,642308,34473,957
6,Twitter,2025-07-19,http://www.price.com/,Where leader enjoy after report policy.,201527,39765,313
695,Twitter,2025-07-17,https://www.davis.info/,Score source interesting later hour source rather.,431540,7078,267
725,YouTube,2025-06-06,https://carter-torres.com/,Physical natural receive establish.,154942,47418,4005
122,Facebook,2025-07-13,https://www.hunt.com/,Include although call kind area.,491840,34780,4829
947,Twitter,2025-06-24,http://yang.biz/,May about which.,226686,19213,1616
733,Facebook,2025-05-29,http://foster-anthony.net/,Whatever few teacher.,392315,6432,2320
336,Instagram,2025-06-15,https://logan.com/,Far old avoid simple animal.,582121,17036,3150
241,Instagram,2025-05-20,http://www.carlson.info/,Style popular southern few mind.,186396,16314,2035
19,Facebook,2025-06-25,http://mclean.net/,Chair condition cultural compare.,10218,31857,3108
18,YouTube,2025-05-13,https://www.gomez.com/,Party marriage generation experience pull road worker scientist.,15915,38474,4878
208,YouTube,2025-07-12,https://www.cruz.org/,Recently season book truth.,210479,36690,559
713,YouTube,2025-04-29,http://taylor.net/,Door society manager author hospital.,215722,28233,2084
216,Twitter,2025-07-19,http://bird.com/,Senior enter do scene former.,626538,37985,2519
328,Facebook,2025-04-27,https://www.kane-lara.info/,Meeting according send almost once notice find.,36245,34940,2229
612,YouTube,2025-05-15,https://lucas-knight.com/,Fact heart after sort moment explain season.,117520,29392,2335
807,Instagram,2025-05-20,http://www.chambers.com/,Will maybe wrong store book treatment.,664469,26015,3835
521,Facebook,2025-06-22,http://ashley.com/,Land air walk school.,78100,15482,4634
985,Facebook,2025-04-25,http://www.peters.org/,Start gas such agreement treat information.,514316,8162,4868
256,Twitter,2025-07-03,http://www.baker.com/,For a newspaper sign myself smile.,391520,31289,2845
939,Instagram,2025-05-18,https://www.ramirez.com/,Item democratic bar modern.,416448,43267,2852
777,Instagram,2025-07-05,http://fernandez.net/,Direction forget window door.,186369,49294,3218
253,YouTube,2025-07-21,http://thompson-shelton.com/,Whole follow pull media reach.,67284,8081,1961
344,Facebook,2025-05-16,http://www.adams.com/,Voice partner every important professional speak.,140350,22253,426
571,YouTube,2025-07-20,https://www.dominguez.biz/,Involve action conference hold trade information close.,243484,29280,4520
919,Facebook,2025-06-21,http://www.williams-parks.biz/,Central sometimes better add nature hair live.,843334,17968,2750
206,Instagram,2025-05-10,https://davis.org/,Father bit me include.,146525,28004,3949
104,YouTube,2025-05-09,http://www.anthony-rose.com/,Major arrive chair bill.,28967,49377,294
553,Facebook,2025-05-31,https://steele.net/,Already year ability expert series explain prevent.,55661,46874,3202
264,Instagram,2025-06-03,http://paul.com/,Opportunity become nice.,133173,33961,4216
438,Facebook,2025-07-06,https://www.mccoy.com/,Turn day image information.,374583,26912,4665
888,Twitter,2025-04-25,https://www.petersen-torres.info/,Peace rich behavior where from.,30469,36743,2658
300,YouTube,2025-06-04,http://savage-davis.com/,Factor sign four once hard catch as.,281953,9816,3590
598,Instagram,2025-05-05,http://www.boone.com/,Court collection eye just.,832578,46901,1249
929,YouTube,2025-04-25,https://grant.com/,Present anyone forget base theory body team as.,222356,33285,2485
12,Twitter,2025-05-05,https://massey.net/,Couple fill pick industry.,40216,42393,3978
564,Instagram,2025-05-22,https://www.arnold-harrell.com/,Respond after create.,332419,7105,1644
439,YouTube,2025-06-17,https://www.walker-nguyen.info/,College shoulder seek together threat reduce check.,173678,1953,2805
531,Facebook,2025-06-16,https://brown-bond.info/,Industry product east article.,129254,13330,932
568,Instagram,2025-07-01,http://www.johnson.com/,East strategy subject audience next choose.,205366,46178,836
425,Twitter,2025-05-06,http://garza.org/,Also art call staff mother method.,15380,25989,2542
314,Twitter,2025-06-03,https://www.lee.com/,Type many table send even contain.,43696,39491,1000
762,Instagram,2025-07-19,http://www.lewis.org/,Sit trial young this help.,368670,27997,124
587,YouTube,2025-06-20,http://www.barrett.com/,These choice kind.,498015,21727,5000
692,Facebook,2025-07-10,https://www.haas.net/,Science against produce bag newspaper.,10578,35373,601
783,Twitter,2025-04-24,http://pena-rush.com/,Kid great friend PM.,17011,46031,1321
156,Facebook,2025-06-21,http://www.peters.org/,Second rich expert recent about standard force.,585486,251,2016
204,Instagram,2025-05-17,https://smith-jarvis.com/,Other human space open perform keep.,90971,25056,609
400,YouTube,2025-07-14,https://www.ross.net/,Guess long food fear officer figure since.,469557,43129,1499
585,YouTube,2025-06-11,https://www.torres-robertson.net/,Piece move company everything culture enough wrong new.,169417,31785,2987
759,Twitter,2025-06-01,http://www.castillo-williams.com/,Hotel sort write painting interest.,592542,48567,2715
741,Twitter,2025-04-29,https://www.dominguez-tapia.biz/,On act positive none remain lead.,231200,48370,2402
931,Twitter,2025-06-04,https://www.mclean-gill.com/,Son lawyer mean spend design.,29455,45232,1433
716,Instagram,2025-05-28,https://santana.com/,Stop alone if rich really.,398997,16123,4760
240,Twitter,2025-05-15,https://lee.com/,Degree tree painting same.,5065,14671,1741
744,Twitter,2025-04-25,https://www.herrera.net/,Produce necessary table to.,30364,32536,441
213,YouTube,2025-05-20,https://www.taylor-greene.org/,Until man record quality street money evening.,178381,17665,3238
103,Instagram,2025-06-20,https://www.kennedy.com/,Message church hear.,370630,9339,2424
211,Instagram,2025-05-10,http://www.harris.com/,Piece stand peace kind support occur entire.,364044,43200,3390
62,YouTube,2025-07-04,https://frank-allen.com/,Rate believe now magazine indicate yeah beyond exactly.,431075,49359,3328
460,Facebook,2025-05-03,https://reyes.com/,Maintain senior magazine large treatment heart.,499060,37091,88
527,YouTube,2025-06-13,http://www.west.com/,Trouble save population lose.,191040,43524,350
355,Twitter,2025-06-08,http://www.park-hurley.net/,Order usually even project degree staff sound.,327046,47362,3535
125,YouTube,2025-06-12,https://ward-rhodes.org/,Factor good among statement prepare both recognize.,58770,22689,999
585,YouTube,2025-07-15,https://johnson.com/,Worker factor partner will PM.,326797,48641,532
523,Twitter,2025-05-28,https://www.russell.com/,Significant after pay recently language.,591973,15962,2934
127,Instagram,2025-07-10,https://wallace.com/,Eight over stand.,46586,37992,1647
264,Instagram,2025-05-22,https://www.drake-ramos.com/,Us true ability close third.,106414,20358,3873
573,Facebook,2025-05-17,https://hanson.com/,Green when list here tough.,333603,40230,2880
744,Twitter,2025-05-15,https://daniels.com/,Several wait product against perhaps.,46300,8606,4387
54,Twitter,2025-07-06,http://salazar.biz/,Lay house not ago somebody society up possible.,515832,12426,2282
222,Twitter,2025-04-29,http://miller.org/,Treatment respond court over tend write weight.,6581,1493,3508
560,YouTube,2025-04-24,http://flores.com/,None data husband employee authority less.,34424,40347,146
430,Facebook,2025-05-03,http://www.rodriguez.biz/,Until mouth white up.,685462,18463,680
324,YouTube,2025-06-12,http://www.alvarez-vance.org/,Degree chair since door foot treat training.,21618,5805,2653
115,Facebook,2025-06-15,http://rivas.net/,Admit idea enjoy car run on single.,66018,33949,1624
273,Twitter,2025-05-04,https://jackson.info/,Control loss lose yard specific matter them.,361308,9713,1873
404,Twitter,2025-04-29,http://www.brooks.com/,Early year follow notice even fact.,8309,8654,4899
67,Instagram,2025-05-27,http://www.park.org/,Support two produce wife.,507903,5164,3501
64,Twitter,2025-05-09,https://white.com/,Effort more cut must executive movie.,60695,12321,158
860,YouTube,2025-05-19,https://www.henderson.com/,Reveal leader measure reality week.,810097,8630,4811
396,Instagram,2025-07-14,http://www.cunningham.com/,Because organization national assume bank.,435594,45421,1906
677,Instagram,2025-05-18,https://www.mathis.org/,Chair generation certainly media.,116856,27728,1027
480,YouTube,2025-04-30,https://graham.com/,Lead sing exist region national change film across.,186186,1392,1036
562,Twitter,2025-05-24,https://www.ward.com/,Century finish long significant personal miss trouble.,8959,47215,2036
141,Facebook,2025-07-04,https://mitchell-ayers.com/,Article before well nature whole second.,437908,12613,4294
321,Twitter,2025-05-24,http://pace-hall.net/,Public course PM shake his international.,624413,43757,2992
546,Facebook,2025-06-04,https://smith.com/,Low road new discover recent customer sport however.,199269,6548,167
79,Twitter,2025-04-23,https://bishop.com/,Talk might manage really marriage race great.,163819,3028,388
492,Instagram,2025-06-08,https://clark.biz/,Traditional up fly threat.,762293,26018,628
253,YouTube,2025-06-04,https://young.com/,Mission firm movement job account.,168078,28231,3531
742,YouTube,2025-07-18,http://simmons-ware.com/,Thing else method discover.,163030,30841,1459
781,Facebook,2025-05-17,http://morales.com/,Who expert week.,971221,30677,296
575,Instagram,2025-07-06,https://www.harris-smith.org/,Food meet son door lawyer the really.,53120,2629,4424
108,YouTube,2025-05-18,https://good-kim.biz/,Its party challenge.,816953,38012,3734
360,Twitter,2025-06-11,https://frederick.com/,Course home never future sister director spring.,170963,45937,2695
340,Twitter,2025-07-21,http://www.higgins-henderson.net/,Answer rate performance sea plant land.,528322,18287,2061
603,Instagram,2025-07-02,http://hicks.com/,Opportunity daughter life stuff single final.,401756,21385,4168
61,Instagram,2025-05-07,https://oneal.com/,Price year detail authority apply to stay.,4088,32833,2224
561,Instagram,2025-07-15,https://www.pratt.com/,Any current these mouth himself manage.,228079,9017,1490
377,YouTube,2025-05-10,http://sanders.net/,Threat accept prevent mother against because school.,480059,1217,595
635,Twitter,2025-07-05,http://www.mckinney-nunez.com/,Task down tonight.,292833,4262,4374
878,Twitter,2025-04-26,http://newton.com/,Situation show enter say fight.,397385,30873,406
558,YouTube,2025-05-26,http://www.mccullough-davis.com/,Safe exactly rest reduce western himself land rest.,793879,13075,739
35,Twitter,2025-07-07,https://frank-johnson.com/,Not region life action trade.,823261,25863,505
161,YouTube,2025-06-01,http://www.taylor.com/,How city quite common deep until continue fund.,193641,40775,3843
984,Facebook,2025-06-21,https://www.harrison.com/,Apply recognize Mr thousand power read yet subject.,46913,37461,3042
967,Twitter,2025-06-21,https://www.bernard.com/,Education seven medical.,209917,2541,4454
